ID,TIPO,NOME,API00,API99,META,EDU,TEST_INSC,TEST_NUM,REFS,NPI
19647256061337,Medio,Bancroft Middle,723,742,3,3.25999999046326,1284,1189,41,6
19647256061345,Medio,Franklin Middle,469,412,19,2.05999994277954,1111,961,99,60
19647256061352,Medio,Hill Middle,519,514,14,2.73000001907349,1036,980,74,31
19647256061360,Medio,Hughes Middle,737,734,3,3.44000005722046,1463,1382,38,7
19647256061378,Medio,Stanford Middle,731,694,5,3.32999992370605,1239,1185,43,21
19647256061386,Medio,Washington Midd,483,433,18,1.75,1063,929,100,64
19647256093769,Fundamental,Buffum Elementa,676,661,7,2.75999999046326,346,317,58,26
19647256108013,Fundamental,International E,551,497,15,1.6599999666214,512,497,100,69
19647256109292,Fundamental,Alvarado (Juan ,700,711,4,2.44000005722046,295,277,80,51
19647256112056,Fundamental,Robinson (Jacki,641,562,12,2.67000007629395,727,665,73,39
19647331930650,Superior,Banning (Phinea,484,507,15,1.92999994754791,2415,2007,79,23
19647331930866,Superior,Bell Senior Hig,483,483,16,1.71000003814697,3477,3046,90,31
19647331930924,Superior,Belmont Senior ,477,464,17,1.77999997138977,3467,2890,87,39
19647331931047,Superior,Birmingham Seni,560,552,12,3.08999991416931,2234,2033,37,20
19647331931070,Superior,Mid City Magnet,508,456,17,2.94000005722046,296,268,82,15
19647331931476,Superior,Canoga Park Sen,546,506,15,2.20000004768372,1499,1111,76,29
19647331931526,Superior,Carson Senior H,540,532,13,2.80999994277954,2352,2020,47,8
19647331931708,Superior,Chatsworth Seni,620,582,11,2.94000005722046,2409,2192,29,19
19647331931864,Superior,Cleveland (Grov,607,604,10,2.97000002861023,2014,1715,79,24
19647331932128,Superior,Crenshaw Senior,452,459,17,2.78999996185303,2036,1687,70,9
19647331932383,Superior,Dorsey (Susan M,440,439,18,2.61999988555908,1378,1144,66,21
19647331932540,Superior,Eagle Rock Juni,629,611,9,2.9300000667572,2218,2013,58,15
19647331932623,Superior,El Camino Real ,737,716,4,3.45000004768372,2499,2340,13,10
19647331932888,Superior,Downtown Busine,593,595,10,2.41000008583069,637,594,72,21
19647331932920,Superior,Fairfax Senior ,547,545,13,2.79999995231628,1689,1270,58,30
19647331932987,Superior,Francis (John H,473,468,17,1.86000001430511,2943,2561,81,35
19647331933001,Superior,King/Drew Medic,601,630,9,3.22000002861023,946,809,40,4
19647331933043,Superior,Franklin (Benja,513,506,15,1.99000000953674,2478,1927,86,30
19647331933118,Superior,Fremont (John C,404,399,20,1.54999995231628,3603,2821,66,49
19647331933233,Superior,Sherman Oaks Ct,775,760,2,3.53999996185303,1530,1490,36,7
19647331933241,Superior,Gardena Senior ,491,488,16,2.49000000953674,2125,1863,68,18
19647331933381,Superior,Garfield (James,477,484,16,1.62000000476837,3156,2900,86,34
19647331933795,Superior,Grant (Ulysses ,556,556,12,2.79999995231628,2401,2031,56,25
19647331933852,Superior,Hamilton (Alexa,585,606,10,3.02999997138977,2181,1958,23,16
19647331934033,Superior,Hollywood Senio,497,486,16,2.0,2100,1670,84,38
19647331934157,Superior,Huntington Park,456,454,17,1.64999997615814,3304,3091,88,31
19647331934371,Superior,Jefferson (Thom,411,413,19,1.46000003814697,2921,2613,81,48
19647331934454,Superior,Jordan (David S,427,410,20,1.72000002861023,1691,1263,78,36
19647331935121,Superior,Lincoln (Abraha,473,468,17,1.62999999523163,2042,1830,84,42
19647331935154,Superior,Locke (Alain Le,370,380,21,2.01999998092651,1643,1318,72,34
19647331935352,Superior,Los Angeles Sen,482,445,18,2.02999997138977,3282,2397,83,36
19647331935519,Superior,Manual Arts Sen,426,414,19,1.79999995231628,2955,2473,78,38
19647331935568,Superior,Marshall (John),553,535,13,2.61999988555908,3042,2585,73,24
19647331935865,Superior,Monroe (James) ,510,498,15,2.08999991416931,3278,2660,73,43
19647331936160,Superior,Narbonne (Natha,609,591,10,2.78999996185303,2203,1712,49,10
19647331936350,Superior,North Hollywood,572,553,12,2.48000001907349,2612,2479,68,27
19647331937226,Superior,Reseda Senior H,562,548,13,2.65000009536743,1706,1476,68,29
19647331937424,Superior,Roosevelt (Theo,463,461,17,1.54999995231628,3560,3103,86,36
19647331937622,Superior,San Fernando Se,475,476,16,1.61000001430511,3273,2951,86,32
19647331937838,Superior,San Pedro Senio,630,620,9,2.84999990463257,2286,1931,35,10
19647331938307,Superior,South Gate Seni,492,489,16,1.82000005245209,3477,3008,82,19
19647331938554,Superior,Sylmar Senior H,497,499,15,1.99000000953674,2436,2161,76,24
19647331938612,Superior,Taft (William H,653,640,8,3.21000003814697,2747,1847,24,12
19647331938885,Superior,University Seni,595,595,10,3.01999998092651,1624,1458,40,16
19647331938968,Superior,Van Nuys Senior,628,625,9,2.83999991416931,2726,2452,47,24
19647331939040,Superior,Venice Senior H,573,569,12,2.36999988555908,1940,1682,31,19
19647331939107,Superior,Verdugo Hills S,553,528,14,2.4300000667572,1608,1311,55,17
19647331939305,Superior,Washington (Geo,439,426,19,2.42000007629395,2604,2184,69,15
19647331939479,Superior,Westchester Sen,567,572,11,3.25,1943,1178,10,3
19647331939859,Superior,Wilson (Woodrow,514,486,16,1.96000003814697,2462,1668,78,26
19647331939941,Superior,Kennedy (John F,572,563,12,2.45000004768372,2043,1779,48,17
19647331995448,Superior,Bravo (Francisc,732,715,4,3.00999999046326,1291,1227,75,12
19647331995836,Superior,Palisades Chart,707,720,4,3.52999997138977,1945,1768,13,7
19647336015705,Fundamental,Albion Street E,523,517,14,1.66999995708466,318,307,100,80
19647336015713,Fundamental,Aldama Elementa,536,456,17,2.11999988555908,514,463,95,70
19647336015721,Fundamental,Alexandria Aven,532,506,15,2.13000011444092,1007,952,100,74
19647336015739,Fundamental,Allesandro Elem,624,559,12,2.20000004768372,444,336,91,47
19647336015747,Fundamental,Alta Loma Eleme,487,428,19,2.82999992370605,621,571,99,45
19647336015754,Fundamental,Ambler Avenue E,683,631,8,3.36999988555908,428,352,63,5
19647336015762,Fundamental,Amestoy Element,528,483,16,2.36999988555908,683,635,90,42
19647336015770,Fundamental,Anatola Avenue ,625,610,10,2.83999991416931,264,242,72,43
19647336015796,Fundamental,Andasol Avenue ,776,769,2,3.45000004768372,341,279,44,15
19647336015804,Fundamental,Angeles Mesa El,461,452,17,2.46000003814697,473,392,100,28
19647336015812,Fundamental,Ann Street Elem,445,382,21,1.74000000953674,151,110,100,72
19647336015820,Fundamental,Annalee Avenue ,588,538,13,3.49000000953674,285,250,61,1
19647336015838,Fundamental,Annandale Eleme,643,529,14,1.85000002384186,244,218,88,42
19647336015846,Fundamental,Apperson Street,683,660,7,2.82999992370605,354,331,51,16
19647336015853,Fundamental,Aragon Avenue E,494,464,17,1.0,445,346,98,68
19647336015861,Fundamental,Arlington Heigh,472,400,20,2.05999994277954,666,603,100,60
19647336015879,Fundamental,Arminta Street ,474,415,19,1.91999995708466,738,680,100,73
19647336015887,Fundamental,Ascot Avenue El,437,363,22,1.11000001430511,704,654,97,71
19647336015895,Fundamental,Atwater Avenue ,605,497,15,2.70000004768372,318,285,86,51
19647336015903,Fundamental,Avalon Gardens ,461,467,17,2.82999992370605,197,170,100,6
19647336015929,Fundamental,Baldwin Hills E,657,625,9,3.28999996185303,508,429,75,6
19647336015945,Fundamental,Bandini Street ,512,480,16,2.90000009536743,297,282,88,27
19647336015952,Fundamental,Barton Hill Ele,422,420,19,1.6599999666214,553,484,98,53
19647336015960,Fundamental,Bassett Street ,484,443,18,2.82999992370605,762,680,97,72
19647336015978,Fundamental,Beachy Avenue E,484,431,18,2.26999998092651,430,388,90,63
19647336015986,Fundamental,Beckford Avenue,793,761,2,3.70000004768372,378,321,26,13
19647336015994,Fundamental,Beethoven Stree,717,667,7,2.20000004768372,236,187,72,29
19647336016018,Fundamental,Belvedere Eleme,516,476,16,2.82999992370605,841,631,98,77
19647336016026,Fundamental,Bertrand Avenue,492,464,17,1.73000001907349,297,276,89,60
19647336016034,Fundamental,Blythe Street E,486,505,15,1.30999994277954,310,289,88,55
19647336016042,Fundamental,Bonita Street E,631,604,10,2.85999989509583,464,381,65,18
19647336016059,Fundamental,Braddock Drive ,581,466,17,1.87000000476837,495,377,92,61
19647336016067,Fundamental,Brainard Avenue,594,606,10,2.97000002861023,229,176,63,14
19647336016075,Fundamental,Breed Street El,555,468,17,1.75999999046326,456,433,100,83
19647336016083,Fundamental,Brentwood Scien,792,747,3,3.78999996185303,941,900,50,27
19647336016091,Fundamental,Bridge Street E,460,394,20,2.17000007629395,198,163,100,55
19647336016109,Fundamental,Broad Avenue El,609,541,13,2.44000005722046,678,403,82,33
19647336016117,Fundamental,Broadacres Aven,703,652,7,3.41000008583069,313,256,67,0
19647336016125,Fundamental,Broadway Elemen,584,501,15,1.55999994277954,244,238,97,61
19647336016133,Fundamental,Brockton Avenue,551,505,15,2.75,167,152,76,59
19647336016141,Fundamental,Brooklyn Avenue,476,444,18,2.82999992370605,444,410,100,61
19647336016158,Fundamental,Bryson Avenue E,547,509,15,2.27999997138977,784,615,94,54
19647336016166,Fundamental,Buchanan Street,596,558,12,2.29999995231628,574,392,92,51
19647336016174,Fundamental,Budlong Avenue ,440,403,20,2.54999995231628,1149,994,97,54
19647336016182,Fundamental,Burbank Bouleva,590,523,14,3.75,353,329,87,54
19647336016208,Fundamental,Burton Street E,434,393,20,1.94000005722046,450,387,98,83
19647336016216,Fundamental,Bushnell Way El,502,436,18,2.16000008583069,443,421,92,57
19647336016224,Fundamental,Cabrillo Avenue,524,502,15,2.05999994277954,465,376,93,47
19647336016232,Fundamental,Cahuenga Elemen,627,600,10,2.50999999046326,744,584,93,73
19647336016257,Fundamental,Calahan Street ,723,660,7,3.09999990463257,292,274,33,15
19647336016265,Fundamental,Calvert Street ,718,631,8,3.11999988555908,300,236,48,18
19647336016273,Fundamental,Camellia Avenue,444,397,20,1.78999996185303,754,613,95,81
19647336016281,Fundamental,Canfield Avenue,707,667,7,3.5,220,163,64,15
19647336016299,Fundamental,Canoga Park Ele,475,425,19,1.94000005722046,749,667,92,74
19647336016307,Fundamental,Cantara Street ,610,539,13,2.07999992370605,488,435,87,62
19647336016315,Fundamental,Canterbury Aven,650,599,10,3.24000000953674,722,688,73,40
19647336016331,Fundamental,Capistrano Aven,626,596,10,2.77999997138977,299,275,57,29
19647336016349,Fundamental,Caroldale Avenu,658,615,9,2.94000005722046,828,745,59,18
19647336016356,Fundamental,Carpenter Avenu,834,787,1,3.58999991416931,603,433,14,11
19647336016364,Fundamental,Carson Street E,575,553,12,2.58999991416931,569,390,81,36
19647336016372,Fundamental,Carthay Center ,596,578,11,2.69000005722046,269,245,69,25
19647336016380,Fundamental,Castelar Street,714,683,6,2.15000009536743,559,536,100,62
19647336016398,Fundamental,Castle Heights ,704,656,7,3.53999996185303,404,334,51,22
19647336016406,Fundamental,Catskill Avenue,613,536,13,2.09999990463257,512,445,88,42
19647336016414,Fundamental,Century Park El,541,488,16,2.78999996185303,568,483,84,12
19647336016422,Fundamental,Chandler Elemen,650,590,11,2.25,381,299,74,41
19647336016430,Fundamental,Chapman Element,653,607,10,2.82999992370605,305,263,74,29
19647336016448,Fundamental,Charnock Road E,572,535,13,2.73000001907349,380,349,76,44
19647336016455,Fundamental,Chase Street El,524,481,16,2.20000004768372,525,503,87,62
19647336016463,Fundamental,Chatsworth Park,719,683,6,3.34999990463257,329,284,39,13
19647336016471,Fundamental,Cheremoya Avenu,527,493,15,2.80999994277954,295,255,90,73
19647336016489,Fundamental,Cienega Element,507,454,17,2.38000011444092,681,580,97,54
19647336016497,Fundamental,Cimarron Avenue,556,575,11,2.84999990463257,328,253,81,4
19647336016505,Fundamental,City Terrace El,473,436,18,3.5,315,274,97,66
19647336016539,Fundamental,Coeur D'Alene A,761,716,4,3.35999989509583,251,212,40,10
19647336016547,Fundamental,Cohasset Street,483,436,18,2.29999995231628,492,446,100,76
19647336016554,Fundamental,Coldwater Canyo,484,450,18,2.15000009536743,908,859,96,74
19647336016562,Fundamental,Colfax Avenue E,662,621,9,2.76999998092651,326,275,60,28
19647336016570,Fundamental,Coliseum Street,515,440,18,2.98000001907349,230,197,91,8
19647336016612,Fundamental,Compton Avenue ,534,482,16,1.76999998092651,259,225,100,49
19647336016620,Fundamental,Corona Avenue E,497,440,18,1.82000005245209,1112,931,95,66
19647336016638,Fundamental,Plasencia (Bett,505,497,15,4.07000017166138,969,895,90,57
19647336016646,Fundamental,Cowan Avenue El,744,737,3,3.77999997138977,326,269,31,2
19647336016653,Fundamental,Crescent Height,609,518,14,2.57999992370605,235,185,100,15
19647336016661,Fundamental,Crestwood Stree,755,716,4,3.48000001907349,283,274,27,2
19647336016679,Fundamental,Dena (Christoph,427,407,20,1.37999999523163,587,566,99,86
19647336016687,Fundamental,Dahlia Heights ,719,703,5,3.26999998092651,250,224,39,12
19647336016695,Fundamental,Danube Avenue E,686,621,9,2.66000008583069,278,250,62,21
19647336016703,Fundamental,Darby Avenue El,686,678,6,2.55999994277954,379,303,50,22
19647336016711,Fundamental,Dayton Heights ,460,439,18,2.64000010490417,805,713,97,66
19647336016729,Fundamental,Dearborn Street,673,660,7,2.82999992370605,405,314,43,19
19647336016737,Fundamental,Del Amo Element,583,575,11,2.78999996185303,363,247,73,16
19647336016745,Fundamental,Delevan Drive E,735,693,5,3.57999992370605,388,325,71,24
19647336016752,Fundamental,Denker Avenue E,621,549,13,2.86999988555908,650,554,65,36
19647336016778,Fundamental,Dixie Canyon Av,712,695,5,3.4300000667572,454,400,26,13
19647336016786,Fundamental,Dolores Street ,631,594,10,2.65000009536743,570,518,75,18
19647336016794,Fundamental,Dominguez Eleme,571,506,15,2.07999992370605,473,433,87,30
19647336016802,Fundamental,Dorris Place El,567,546,13,1.67999994754791,405,324,95,29
19647336016810,Fundamental,Bradley (Tom) E,536,508,15,3.04999995231628,528,501,77,9
19647336016828,Fundamental,Dyer Street Ele,476,468,17,2.82999992370605,762,638,92,63
19647336016836,Fundamental,Eagle Rock Elem,721,677,6,3.5,753,703,58,24
19647336016844,Fundamental,Eastman Avenue ,542,456,17,2.16000008583069,414,381,99,53
19647336016851,Fundamental,El Dorado Avenu,574,532,13,1.55999994277954,386,369,93,64
19647336016869,Fundamental,El Oro Way Elem,664,594,10,3.39000010490417,371,320,52,22
19647336016877,Fundamental,El Sereno Eleme,542,497,15,2.27999997138977,459,349,98,66
19647336016885,Superior,Elizabeth Learn,445,405,20,1.92999994754791,2199,1964,98,53
19647336016893,Fundamental,Elysian Heights,524,511,14,2.08999991416931,338,292,97,53
19647336016901,Fundamental,Emelita Street ,667,617,9,2.70000004768372,356,313,48,34
19647336016935,Fundamental,Encino Elementa,678,627,9,2.84999990463257,446,386,62,38
19647336016943,Fundamental,Erwin Street El,555,468,17,2.82999992370605,656,574,88,62
19647336016950,Fundamental,Eshelman Avenue,644,581,11,2.61999988555908,452,395,75,20
19647336016968,Fundamental,Euclid Avenue E,515,487,16,3.38000011444092,726,667,96,66
19647336016976,Fundamental,Evergreen Avenu,491,411,19,2.25999999046326,391,372,100,60
19647336016984,Fundamental,Fair Avenue Ele,539,493,15,2.59999990463257,1071,958,96,80
19647336017008,Fundamental,Farmdale Elemen,548,494,15,2.33999991416931,443,323,97,46
19647336017024,Fundamental,Fernangeles Ele,434,411,19,2.0699999332428,748,528,99,72
19647336017040,Fundamental,Fifty-Fourth St,653,597,10,2.32999992370605,323,213,81,4
19647336017057,Fundamental,Fifty-Ninth Str,519,503,15,4.5,325,276,95,28
19647336017065,Fundamental,Fifty-Second St,409,402,20,4.0,736,691,99,54
19647336017073,Fundamental,Figueroa Street,419,377,21,1.87999999523163,602,511,99,53
19647336017081,Fundamental,Broadous (Hille,380,347,23,2.5699999332428,664,600,93,78
19647336017099,Fundamental,First Street El,499,448,18,1.83000004291534,477,457,100,64
19647336017115,Fundamental,Fletcher Drive ,419,389,21,1.55999994277954,654,410,99,74
19647336017123,Fundamental,Florence Avenue,404,371,21,1.60000002384186,761,679,98,75
19647336017131,Fundamental,Ford Boulevard ,448,459,17,1.80999994277954,855,794,100,83
19647336017149,Fundamental,Forty-Ninth Str,369,354,22,1.3400000333786,1009,944,99,83
19647336017156,Fundamental,Forty-Second St,545,479,16,2.13000011444092,468,406,85,11
19647336017164,Fundamental,Fourth Street E,508,454,17,2.82999992370605,675,509,90,59
19647336017172,Fundamental,Franklin Avenue,687,635,8,3.25999999046326,338,313,67,13
19647336017180,Fundamental,Fries Avenue El,445,420,19,2.1800000667572,782,480,97,68
19647336017198,Fundamental,Fullbright Aven,557,518,14,2.40000009536743,382,330,84,58
19647336017206,Fundamental,Garden Grove El,589,511,14,1.97000002861023,245,215,82,43
19647336017214,Fundamental,Gardena Element,517,472,16,1.5,539,443,99,61
19647336017222,Fundamental,Gardner Street ,719,684,6,3.25999999046326,367,306,79,48
19647336017230,Fundamental,Garvanza Elemen,536,496,15,2.32999992370605,495,443,98,48
19647336017248,Fundamental,Gates Street El,466,460,17,1.69000005722046,596,448,97,69
19647336017255,Fundamental,Gault Street El,573,495,15,2.48000001907349,334,318,86,53
19647336017263,Fundamental,Germain Street ,781,752,2,3.41000008583069,543,435,34,13
19647336017271,Fundamental,Glassell Park E,506,474,16,1.78999996185303,566,353,98,65
19647336017289,Fundamental,Gledhill Street,638,586,11,2.77999997138977,554,494,77,41
19647336017297,Fundamental,Glen Alta Eleme,528,478,16,1.33000004291534,284,246,100,54
19647336017305,Fundamental,Glenfeliz Boule,615,591,10,2.67000007629395,369,268,87,47
19647336017313,Fundamental,Glenwood Elemen,521,452,17,1.87000000476837,484,419,99,64
19647336017321,Fundamental,Graham Elementa,387,365,22,2.4300000667572,761,669,99,75
19647336017339,Fundamental,Granada Element,657,615,9,2.76999998092651,403,344,63,23
19647336017347,Fundamental,Grand View Boul,556,508,15,2.01999998092651,372,319,86,56
19647336017354,Fundamental,Grant Elementar,552,491,15,2.25999999046326,1009,881,97,86
19647336017362,Fundamental,Grape Street El,409,355,22,2.11999988555908,451,421,100,60
19647336017388,Fundamental,Gridley Street ,455,425,19,1.67999994754791,652,597,91,65
19647336017396,Fundamental,Griffin Avenue ,559,511,14,1.75,419,385,100,74
19647336017404,Fundamental,Gulf Avenue Ele,492,425,19,1.44000005722046,914,842,95,61
19647336017412,Fundamental,Haddon Avenue E,440,417,19,1.46000003814697,824,645,100,75
19647336017420,Fundamental,Halldale Elemen,645,565,12,2.70000004768372,403,340,75,30
19647336017438,Fundamental,Hamlin Street E,618,591,10,3.01999998092651,281,229,61,30
19647336017446,Fundamental,Hammel Street E,467,442,18,1.73000001907349,621,528,100,70
19647336017461,Fundamental,Harbor City Ele,494,459,17,1.67999994754791,487,418,95,53
19647336017479,Fundamental,Harding Street ,639,556,12,2.46000003814697,467,446,72,24
19647336017487,Fundamental,Harrison Street,468,367,22,2.03999996185303,839,667,91,65
19647336017495,Fundamental,Hart Street Ele,463,438,18,1.85000002384186,631,481,88,75
19647336017503,Fundamental,Haskell Element,665,602,10,2.49000000953674,465,426,64,23
19647336017511,Fundamental,Hawaiian Avenue,450,403,20,1.35000002384186,769,544,99,67
19647336017529,Fundamental,Haynes Elementa,720,637,8,3.20000004768372,250,219,39,20
19647336017537,Fundamental,Hazeltine Avenu,507,441,18,1.95000004768372,828,773,94,70
19647336017545,Fundamental,Heliotrope Aven,471,389,21,2.1800000667572,790,626,93,77
19647336017552,Fundamental,Herrick Avenue ,586,539,13,1.89999997615814,499,415,80,50
19647336017586,Fundamental,Hillcrest Drive,432,398,20,2.91000008583069,838,721,99,28
19647336017594,Fundamental,Hillside Elemen,439,451,17,1.75,381,359,97,71
19647336017602,Fundamental,Hobart Boulevar,645,603,10,2.16000008583069,1320,1125,91,77
19647336017610,Fundamental,Holmes Avenue E,391,311,24,1.75999999046326,306,276,99,67
19647336017628,Fundamental,Hooper Avenue E,366,322,24,1.5900000333786,1209,1100,99,80
19647336017636,Fundamental,Hoover Street E,420,407,20,1.75,1529,1102,98,91
19647336017644,Fundamental,Hubbard Street ,582,530,14,2.16000008583069,621,548,82,59
19647336017651,Fundamental,Humphreys Avenu,508,415,19,2.1800000667572,651,586,98,68
19647336017669,Fundamental,Huntington Driv,468,451,17,2.28999996185303,397,318,100,45
19647336017677,Fundamental,Hyde Park Blvd.,376,349,23,2.6800000667572,670,532,98,40
19647336017685,Fundamental,Ivanhoe Element,806,773,1,4.1100001335144,219,192,28,17
19647336017693,Fundamental,Justice Street ,771,708,5,3.0699999332428,328,304,31,11
19647336017719,Fundamental,Kentwood Elemen,751,687,6,3.41000008583069,256,222,35,7
19647336017727,Fundamental,Kester Avenue E,699,660,7,3.53999996185303,665,606,67,35
19647336017735,Fundamental,Kittridge Stree,500,424,19,2.82999992370605,688,566,93,73
19647336017743,Fundamental,Knollwood Eleme,643,577,11,2.84999990463257,440,403,59,32
19647336017750,Fundamental,La Salle Avenue,466,442,18,2.83999991416931,715,623,94,13
19647336017768,Fundamental,Lanai Road Elem,548,512,14,2.90000009536743,336,317,70,59
19647336017776,Fundamental,Langdon Avenue ,437,377,21,1.44000005722046,943,895,99,90
19647336017784,Fundamental,Lankershim Elem,511,446,18,2.82999992370605,542,487,97,67
19647336017792,Fundamental,Lassen Elementa,624,584,11,2.5699999332428,469,402,86,32
19647336017800,Fundamental,Latona Avenue E,520,458,17,2.04999995231628,306,200,99,62
19647336017818,Fundamental,Laurel Elementa,631,615,9,2.83999991416931,293,242,83,47
19647336017826,Fundamental,Leapwood Avenue,560,504,15,3.39000010490417,321,253,72,1
19647336017834,Fundamental,Leland Street E,662,618,9,2.28999996185303,414,390,77,22
19647336017842,Fundamental,Lemay Street El,611,565,12,2.11999988555908,211,207,83,47
19647336017859,Fundamental,Liberty Bouleva,482,441,18,1.92999994754791,787,561,100,67
19647336017867,Fundamental,Liggett Street ,499,447,18,2.30999994277954,894,782,95,64
19647336017875,Fundamental,Lillian Street ,465,429,19,1.80999994277954,452,399,99,81
19647336017883,Fundamental,Limerick Avenue,564,531,13,2.72000002861023,677,510,80,54
19647336017891,Fundamental,Lockhurst Drive,759,725,4,3.04999995231628,355,310,33,18
19647336017909,Fundamental,Lockwood Avenue,427,396,20,2.11999988555908,706,603,97,85
19647336017917,Fundamental,Logan Street El,556,489,16,1.78999996185303,712,606,98,75
19647336017925,Fundamental,Loma Vista Aven,463,418,19,1.41999995708466,1072,841,99,74
19647336017933,Fundamental,Lomita Fundamen,723,673,6,2.86999988555908,807,751,41,11
19647336017941,Fundamental,Lorena Street E,465,402,20,2.82999992370605,518,453,100,65
19647336017958,Fundamental,Loreto Street E,457,395,20,2.28999996185303,333,258,100,59
19647336017966,Fundamental,Lorne Street El,752,692,5,3.40000009536743,533,499,47,13
19647336017974,Fundamental,Los Feliz Eleme,589,549,13,2.98000001907349,551,512,92,72
19647336017982,Fundamental,Loyola Village ,740,680,6,3.8199999332428,460,417,43,7
19647336017990,Fundamental,Magnolia Avenue,421,399,20,2.32999992370605,1081,896,99,86
19647336018006,Fundamental,Main Street Ele,406,367,22,2.0,699,635,100,75
19647336018014,Fundamental,Malabar Street ,457,410,20,2.28999996185303,643,602,100,73
19647336018022,Fundamental,Manchester Aven,384,375,21,1.70000004768372,1012,897,100,55
19647336018030,Fundamental,Manhattan Place,512,456,17,3.07999992370605,504,399,98,16
19647336018048,Fundamental,Mar Vista Eleme,732,710,5,3.25999999046326,508,449,34,21
19647336018055,Fundamental,Marianna Avenue,523,506,15,2.15000009536743,321,289,100,56
19647336018071,Fundamental,Marvin Elementa,495,424,19,2.30999994277954,741,687,95,54
19647336018089,Fundamental,Mayall Street E,681,600,10,2.30999994277954,320,270,55,22
19647336018097,Fundamental,Mayberry Street,581,548,13,1.91999995708466,290,227,100,63
19647336018105,Fundamental,McKinley Avenue,515,442,18,2.5,577,563,100,52
19647336018113,Fundamental,Melrose Avenue ,590,616,9,2.72000002861023,186,149,89,28
19647336018121,Fundamental,Melvin Avenue E,637,558,12,2.82999992370605,446,380,76,35
19647336018139,Fundamental,Menlo Avenue El,406,372,21,5.0,872,751,100,74
19647336018147,Fundamental,Meyler Street E,551,504,15,2.27999997138977,651,580,83,37
19647336018162,Fundamental,Middleton Stree,412,379,21,1.5,1264,1179,100,77
19647336018170,Fundamental,Miles Avenue El,538,439,18,1.83000004291534,1557,1456,97,65
19647336018188,Fundamental,Miramonte Eleme,384,369,22,1.83000004291534,1273,1133,97,82
19647336018196,Fundamental,Monlux (John B.,626,572,11,2.97000002861023,618,539,79,55
19647336018204,Fundamental,Montague Street,505,444,18,1.67999994754791,680,613,90,63
19647336018212,Fundamental,Monte Vista Str,559,492,15,1.83000004291534,560,466,96,58
19647336018220,Fundamental,Morningside Ele,502,462,17,2.42000007629395,721,708,94,68
19647336018238,Fundamental,Mountain View E,654,556,12,2.70000004768372,393,341,66,37
19647336018253,Fundamental,Multnomah Stree,647,616,9,2.86999988555908,430,355,86,31
19647336018261,Fundamental,Murchison Stree,471,409,20,1.87000000476837,357,351,100,76
19647336018279,Fundamental,Napa Street Ele,426,402,20,1.91999995708466,523,463,98,77
19647336018287,Fundamental,Nestle Avenue E,762,649,8,3.10999989509583,317,269,57,34
19647336018295,Fundamental,Nevada Avenue E,583,526,14,2.5699999332428,463,433,83,47
19647336018303,Fundamental,Nevin Avenue El,407,364,22,1.50999999046326,508,475,98,81
19647336018329,Fundamental,Ninety-Eighth S,506,462,17,2.13000011444092,213,175,87,22
19647336018337,Fundamental,Ninety-Fifth St,446,420,19,2.17000007629395,868,792,89,41
19647336018345,Fundamental,Ninety-Ninth St,465,415,19,2.51999998092651,425,390,100,39
19647336018352,Fundamental,Ninety-Second S,402,359,22,1.77999997138977,610,494,98,71
19647336018360,Fundamental,Barrett (Charle,515,460,17,2.10999989509583,750,685,98,40
19647336018378,Fundamental,Ninety-Sixth St,486,440,18,1.5,593,531,98,56
19647336018386,Fundamental,Ninety-Third St,575,506,15,1.77999997138977,783,737,100,58
19647336018394,Fundamental,Noble Avenue El,432,372,21,1.78999996185303,938,854,98,79
19647336018402,Fundamental,Sterry (Nora) E,574,529,14,2.59999990463257,225,190,91,56
19647336018410,Fundamental,Normandie Avenu,395,377,21,2.36999988555908,806,685,99,42
19647336018428,Fundamental,Normont Element,563,474,16,1.91999995708466,322,275,100,34
19647336018444,Fundamental,O'Melveny Eleme,516,486,16,2.07999992370605,494,405,92,62
19647336018469,Fundamental,One Hundred Eig,403,356,22,2.07999992370605,437,350,100,56
19647336018477,Fundamental,One Hundred Eig,579,512,14,2.22000002861023,544,490,85,40
19647336018485,Fundamental,Flournoy (Lovel,500,464,17,1.85000002384186,529,460,99,46
19647336018493,Fundamental,One Hundred Fif,747,735,3,3.01999998092651,239,180,47,14
19647336018501,Fundamental,One Hundred Fif,516,477,16,2.50999999046326,439,372,100,29
19647336018519,Fundamental,One Hundred Nin,475,415,19,2.14000010490417,307,279,95,64
19647336018527,Fundamental,Griffith Joyner,470,444,18,1.94000005722046,703,639,98,45
19647336018535,Fundamental,One Hundred Sev,375,366,22,2.14000010490417,777,728,98,49
19647336018543,Fundamental,One Hundred Six,461,420,19,2.82999992370605,347,273,99,37
19647336018550,Fundamental,One Hundred Thi,465,453,17,1.17999994754791,608,526,100,57
19647336018568,Fundamental,One Hundred Twe,477,424,19,2.67000007629395,446,351,98,56
19647336018592,Fundamental,Osceola Street ,525,496,15,1.99000000953674,316,267,88,50
19647336018626,Fundamental,Oxnard Street E,532,491,15,1.71000003814697,683,595,93,76
19647336018634,Fundamental,Pacific Palisad,815,785,1,3.80999994277954,300,244,24,18
19647336018642,Fundamental,Pacoima Element,387,338,23,1.5,1013,975,96,80
19647336018659,Fundamental,Palms Elementar,628,561,12,1.99000000953674,331,269,81,47
19647336018667,Fundamental,Park Avenue Ele,495,429,19,1.66999995708466,578,463,99,60
